Metab,/Cr+PCr,/Cr+PCr CRLB,mMol/kg,mMol/kg CRLB,mM,mM CRLB,%CRLB,SNR,FWHM
Ala,0.026657934592419368,0.033659874068486216,0.36048290558861495,0.35478414708395284,0.28953556560288285,0.28495839081511476,98.41913210964695,0.31449992672233856,4.633076989098095
Asp,0.5553990336045393,0.05399622529929959,7.5104039549938255,0.6721883737009796,6.032266782427818,0.539893675827445,8.950096129703217,3.4925028380592122,4.528082527667399
Cr,0.3728132949495723,0.03788263766909794,5.041381557133237,0.425575842315254,4.049177472593624,0.3418174351720549,8.441651112740933,11.015753456497626,4.653107980550574
GABA,0.20379777928451143,0.049510830775109614,2.755863001099834,0.6057567683446734,2.213476257479154,0.4865366035986277,21.98065608134086,1.735134962696231,5.286158491434212
GPC,0.08655825667676531,0.025515094199184612,1.170487224407795,0.19426725958691388,0.9401213630268817,0.15603314334912977,16.597127720484337,7.5239215192957225,4.761872679537149
GSH,0.18648365756483692,0.026628503434374694,2.5217321503550028,0.21990007565257172,2.0254251536832633,0.17662111515724235,8.720199550995723,4.27351462908813,4.492042823886877
Glc,0.0014318152072027878,0.04273315062742708,0.01936177404776138,0.5026109581361572,0.015551145735579813,0.40369112040012134,999.0,0.015852529131802313,10.866998239434045
Gln,0.42355305873800436,0.04243787220671424,5.727511887895444,0.49801508402245875,4.60026916186568,0.3999997691867357,8.695138373697079,3.1432024957336338,13.760717891874052
Glu,1.347088493067766,0.052399728145950605,18.216053925053377,0.6486729730979213,14.63091701291901,0.5210063868369517,3.5609961178571807,11.435272609707178,13.142051523682197
Glyc,0.0,0.04622351117415691,0.0,0.5562318026996123,0.0,0.4467587425206044,999.0,0.0,0.0
Lac,0.15731306345276308,0.03736427378866074,2.127271713564195,0.4171118922570833,1.708599240710502,0.3350192915448958,19.60783333870509,1.9365329377294578,4.684833099708852
MM09,0.5898150613394174,0.05005488893927412,7.9757959617779965,0.6138783683310917,6.406064085496304,0.493059775735815,7.696766207071367,4.996639635410278,22.861253568364422
MM12,0.13797679866054058,0.1190287489685442,1.8657963583987074,1.584112555972656,1.4985853574573227,1.2723402906533192,84.90275741197168,1.220806176273714,22.113088747331492
MM14,0.3864492496360776,0.2283958799755966,5.225774258256599,3.0753009670602007,4.197279488487057,2.470045017649207,58.84871437378487,2.259253874318065,0.0
MM16,0.4770569669768643,0.1444055543472798,6.451020464129085,1.9317989483295095,5.18138261160414,1.5515978496188192,29.945633548541384,2.7239369221958425,0.0
MM21,0.966966096746911,0.25522167004195906,13.075834774541436,3.4394451941128468,10.502354365444475,2.7625213129358213,26.30382880647455,4.0076014717462405,0.0
MM30,0.15666719602857337,0.07207139195854387,2.1185379474545303,0.9319424772929578,1.7015843840523863,0.7485250703685249,43.98988832901044,1.383062533947543,22.16923656998093
MM39,1.8228838703708854,0.3585878291742943,24.650014496201052,4.840626241772792,19.798597322175603,3.887933200314581,19.637417424313515,6.60484838196553,0.0
NAA,1.5145011155501606,0.031642616579522144,20.479897298794153,0.319035138778108,16.44920898041772,0.25624521418701934,1.5577965754588654,44.388309088107455,4.701494285348884
NAAG,0.0,0.02789348992428012,0.0,0.24691648993772974,0.0,0.19832037653509468,999.0,0.0,0.0
PCh,0.0841049686563662,0.026216705525392504,1.1373125464981757,0.21065789448607677,0.9134758578355296,0.16919790559595674,18.52242772971244,7.415765340418197,4.676155919056679
PCr,0.6271867050504278,0.036875956397163116,8.481155394815184,0.4090882307246836,6.811962748120143,0.32857478240459104,4.823496465761882,18.357699710788076,4.7005994511860045
PE,0.1862906830050777,0.06537405923941186,2.519122644739873,0.8367746351043361,2.0233292299306878,0.6720873958266598,33.21690735667784,1.2143450016760522,15.75068563837262
Scyllo,0.04096549632615246,0.021751835295173223,0.5539574378253039,0.07220270100153307,0.44493199980947656,0.05799234734418142,13.033979882097535,2.4167619191359373,4.654870316874671
Tau,0.338053161999029,0.04174417122675997,4.571336374854875,0.4871761244189246,3.6716427945271204,0.39129404625035474,10.657192655930746,3.230779284115636,13.126754769660632
bHB,0.021305727511318557,0.03837861998046449,0.28810748755994925,0.4336257597661868,0.2314044940047498,0.3482830327526296,150.50832709648273,0.2712089016405868,4.688057459462019
mI,0.8168560981134654,0.045700193069563196,11.04596677116374,0.5482675660113664,8.87198862175547,0.4403619627055914,4.963509101282622,15.649776103103896,7.469444074745812
Cr+PCr,1.0,0.02982055591021928,13.522536951948421,0.2851405049085504,10.861140220713766,0.2290214489649191,2.108631730286863,,
